1,2,3,6,  4,5,7,8,  24 -
1,2,4,5,  3,6,7,8,  24 +
1,2,5,8,  3,4,6,7,  20 -
1,2,6,7,  3,4,5,8,  20 +
1,3,4,8,  2,5,6,7,  20
1,3,5,7,  2,4,6,8,  20
1,4,5,6,  2,3,7,8,  20
1,4,7,8,  2,3,5,6,  16
1,5,6,8,  2,3,4,7,  16
2,3,4,7,  1,5,6,8,  20 -
2,3,5,6,  1,4,7,8,  20 +
2,3,7,8,  1,4,5,6,  16 +
2,4,6,8,  1,3,5,7,  16 -
2,5,6,7,  1,3,4,8,  16 -
3,4,5,8,  1,2,6,7,  16 -
3,4,6,7,  1,2,5,8,  16 +
3,6,7,8,  1,2,4,5,  12 -
4,5,7,8,  1,2,3,6,  12 +
