1,2,3,4,5,6,7,  8,9,10,11,12,13,14,  77
1,2,3,4,5,6,14,  7,8,9,10,11,12,13,  70
1,2,3,4,5,7,13,  6,8,9,10,11,12,14,  70
1,2,3,4,5,8,12,  6,7,9,10,11,13,14,  70
1,2,3,4,5,9,11,  6,7,8,10,12,13,14,  70
1,2,3,4,5,13,14,  6,7,8,9,10,11,12,  63
1,2,3,4,6,7,12,  5,8,9,10,11,13,14,  70
1,2,3,4,6,8,11,  5,7,9,10,12,13,14,  70
1,2,3,4,6,9,10,  5,7,8,11,12,13,14,  70
1,2,3,4,6,12,14,  5,7,8,9,10,11,13,  63
1,2,3,4,7,8,10,  5,6,9,11,12,13,14,  70
1,2,3,4,7,11,14,  5,6,8,9,10,12,13,  63
1,2,3,4,7,12,13,  5,6,8,9,10,11,14,  63
1,2,3,4,8,10,14,  5,6,7,9,11,12,13,  63
1,2,3,4,8,11,13,  5,6,7,9,10,12,14,  63
1,2,3,4,9,10,13,  5,6,7,8,11,12,14,  63
1,2,3,4,9,11,12,  5,6,7,8,10,13,14,  63
1,2,3,4,12,13,14,  5,6,7,8,9,10,11,  56
1,2,3,5,6,7,11,  4,8,9,10,12,13,14,  70
1,2,3,5,6,8,10,  4,7,9,11,12,13,14,  70
1,2,3,5,6,11,14,  4,7,8,9,10,12,13,  63
1,2,3,5,6,12,13,  4,7,8,9,10,11,14,  63
1,2,3,5,7,8,9,  4,6,10,11,12,13,14,  70
1,2,3,5,7,10,14,  4,6,8,9,11,12,13,  63
1,2,3,5,7,11,13,  4,6,8,9,10,12,14,  63
1,2,3,5,8,9,14,  4,6,7,10,11,12,13,  63
1,2,3,5,8,10,13,  4,6,7,9,11,12,14,  63
1,2,3,5,8,11,12,  4,6,7,9,10,13,14,  63
1,2,3,5,9,10,12,  4,6,7,8,11,13,14,  63
1,2,3,5,11,13,14,  4,6,7,8,9,10,12,  56
1,2,3,6,7,9,14,  4,5,8,10,11,12,13,  63
1,2,3,6,7,10,13,  4,5,8,9,11,12,14,  63
1,2,3,6,7,11,12,  4,5,8,9,10,13,14,  63
1,2,3,6,8,9,13,  4,5,7,10,11,12,14,  63
1,2,3,6,8,10,12,  4,5,7,9,11,13,14,  63
1,2,3,6,9,10,11,  4,5,7,8,12,13,14,  63
1,2,3,6,10,13,14,  4,5,7,8,9,11,12,  56
1,2,3,6,11,12,14,  4,5,7,8,9,10,13,  56
1,2,3,7,8,9,12,  4,5,6,10,11,13,14,  63
1,2,3,7,8,10,11,  4,5,6,9,12,13,14,  63
1,2,3,7,9,13,14,  4,5,6,8,10,11,12,  56
1,2,3,7,10,12,14,  4,5,6,8,9,11,13,  56
1,2,3,7,11,12,13,  4,5,6,8,9,10,14,  56
1,2,3,8,9,12,14,  4,5,6,7,10,11,13,  56
1,2,3,8,10,11,14,  4,5,6,7,9,12,13,  56
1,2,3,8,10,12,13,  4,5,6,7,9,11,14,  56
1,2,3,9,10,11,13,  4,5,6,7,8,12,14,  56
1,2,3,11,12,13,14,  4,5,6,7,8,9,10,  49
1,2,4,5,6,7,10,  3,8,9,11,12,13,14,  70
1,2,4,5,6,8,9,  3,7,10,11,12,13,14,  70
1,2,4,5,6,10,14,  3,7,8,9,11,12,13,  63
1,2,4,5,6,11,13,  3,7,8,9,10,12,14,  63
1,2,4,5,7,9,14,  3,6,8,10,11,12,13,  63
1,2,4,5,7,10,13,  3,6,8,9,11,12,14,  63
1,2,4,5,7,11,12,  3,6,8,9,10,13,14,  63
1,2,4,5,8,9,13,  3,6,7,10,11,12,14,  63
1,2,4,5,8,10,12,  3,6,7,9,11,13,14,  63
1,2,4,5,9,10,11,  3,6,7,8,12,13,14,  63
1,2,4,5,10,13,14,  3,6,7,8,9,11,12,  56
1,2,4,5,11,12,14,  3,6,7,8,9,10,13,  56
1,2,4,6,7,8,14,  3,5,9,10,11,12,13,  63
1,2,4,6,7,9,13,  3,5,8,10,11,12,14,  63
1,2,4,6,7,10,12,  3,5,8,9,11,13,14,  63
1,2,4,6,8,9,12,  3,5,7,10,11,13,14,  63
1,2,4,6,8,10,11,  3,5,7,9,12,13,14,  63
1,2,4,6,9,13,14,  3,5,7,8,10,11,12,  56
1,2,4,6,10,12,14,  3,5,7,8,9,11,13,  56
